NAME,NAME.id,NAME.name,ASSOCIATION,CLUMP,EXPERIMENT,EXPERIMENT.count,EXPERIMENT.date,EXPERIMENT.description,EXPERIMENT.field,EXPERIMENT.fullname,EXPERIMENT.id,EXPERIMENT.index,EXPERIMENT.name,EXPERIMENT.series,IMAGE,IMAGE.label,IMAGE.meta,IMAGE.name,INTENSITY,INTENSITY.ch1,INTENSITY.ch2,LOCATION,LOCATION.center,LOCATION.dist,LOCATION.half,LOCATION.pole,LOCATION.side,LOCATION.x,LOCATION.y,MAXIMA,MAXIMA.Maxima1,MAXIMA.count,MEDIAL,POSITION,POSITION.channel,POSITION.frame,POSITION.position,POSITION.slice,PROFILE_MEDIAL,SHAPE,SHAPE.angularity,SHAPE.area,SHAPE.aspectRatio,SHAPE.circularity,SHAPE.curvature,SHAPE.feret,SHAPE.length,SHAPE.morphology,SHAPE.orientation,SHAPE.perimeter,SHAPE.pole,SHAPE.roundness,SHAPE.sinuosity,SHAPE.solidity,SHAPE.width,ZSCORE,
b200,e2fc7b1b-7ead-423f-bd14-b0750dc65988,b200,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6796.9375,Stats[mean=6692.691 min=5193.0 max=10246.0 stdv=931.1297],Stats[mean=5619.432 min=4515.0 max=6822.0 stdv=422.48358],(x=10.97 y=12.77),false,16.836115,2,2,2,10.97173,12.770117,0,0,0,1,5,1,1,5,5,ip[width=59  height=1  bits=16  min=4228.0  max=17971.0],1,0.12212053,2.844064,3.7584646,0.21140637,0.2561839,5.683148,6.3071623,1,71.730156,13.002162,2.0,0.112117015,1.1295923,0.4451125,0.4618252,4.4496226,
b201,4b32e0fe-6929-4887-8bf0-8f78042c111e,b201,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6972.1294,Stats[mean=6787.0938 min=5426.0 max=9671.0 stdv=829.6521],Stats[mean=5637.0806 min=4601.0 max=6770.0 stdv=410.81378],(x=15.78 y=14.60),false,21.503569,2,2,2,15.784769,14.602895,0,0,0,1,5,1,1,5,5,ip[width=42  height=1  bits=16  min=4228.0  max=17971.0],1,0.039179917,1.7957791,7.5988417,0.27193356,0.08716234,4.3774614,4.397276,1,72.284195,9.109614,2.0,0.119321406,1.0057932,0.9056364,0.42045575,4.1906805,
b202,0ec03723-ecc0-44b8-8e1a-200471a82f68,b202,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7009.92,Stats[mean=6696.3774 min=5427.0 max=8658.0 stdv=680.61053],Stats[mean=5766.2266 min=4932.0 max=6450.0 stdv=344.49304],(x=15.76 y=15.45),false,22.07023,2,2,2,15.755954,15.454612,0,0,0,1,5,1,1,5,5,ip[width=17  height=1  bits=16  min=4228.0  max=17971.0],1,0.14943688,0.6167855,3.771437,0.5443351,0.22781245,1.7305624,1.740366,1,90.5606,3.773452,2.0,0.26222235,1.0060222,0.9985918,0.38118505,4.134824,
b203,a2dc4dd4-61ff-4d79-bfee-691bf0a0f6d1,b203,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6672.1387,Stats[mean=6696.433 min=5015.0 max=9510.0 stdv=1079.0907],Stats[mean=5410.283 min=4551.0 max=6516.0 stdv=413.30215],(x=5.41 y=15.64),false,16.553799,2,2,2,5.4102883,15.644712,0,0,0,1,5,1,1,5,5,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.019424388,0.6983415,2.263276,0.7891629,0.03816485,1.3950354,1.3876616,1,70.00783,3.3346903,2.0,0.45688564,1.0001084,0.9980235,0.56608075,4.6340823,
b204,26f46ffc-caa8-4b6e-9275-75298c1d2d6f,b204,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7355.6094,Stats[mean=7305.8184 min=5737.0 max=9805.0 stdv=994.2862],Stats[mean=5436.2 min=4565.0 max=6298.0 stdv=360.59567],(x=12.24 y=16.22),false,20.319197,2,2,2,12.237972,16.220411,0,0,0,1,5,1,1,5,5,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.0,0.68951875,2.4935868,0.7467906,2.6798407E-6,1.4485216,1.4370648,1,56.310207,3.406266,2.0,0.41841403,1.0,0.9992689,0.5380647,3.6238773,
b205,a29dee10-adee-4be6-95d0-805842f2bd0c,b205,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6602.321,Stats[mean=6248.963 min=5267.0 max=9255.0 stdv=806.07117],Stats[mean=5320.2593 min=4624.0 max=5941.0 stdv=340.25797],(x=3.74 y=16.39),false,16.808544,2,2,2,3.740838,16.386986,0,0,0,1,5,1,1,5,5,ip[width=16  height=1  bits=16  min=4228.0  max=17971.0],1,0.054394096,0.6317636,2.8739104,0.65682566,0.09101439,1.5304955,1.5267924,1,67.197716,3.4766195,2.0,0.3434002,1.0007453,0.99734527,0.45637637,4.737276,
b206,3c23ab06-f705-4117-ae17-1af8b9a29eb0,b206,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6846.3276,Stats[mean=6726.635 min=5221.0 max=8681.0 stdv=754.72046],Stats[mean=5212.9424 min=4409.0 max=6335.0 stdv=422.59653],(x=25.39 y=17.85),false,31.039375,2,2,2,25.39079,17.853588,0,0,0,1,5,1,1,5,5,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.024464743,0.64078057,2.3181968,0.77492297,0.049908515,1.3551203,1.3475226,1,145.73611,3.2235198,2.0,0.44428715,1.0001704,0.9965011,0.5355048,4.3766212,
b207,f441bb36-b816-4b19-874c-d9b4b45b57a2,b207,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6530.8887,Stats[mean=6387.9287 min=5518.0 max=7842.0 stdv=650.9969],Stats[mean=5590.3096 min=4381.0 max=6904.0 stdv=448.2158],(x=26.16 y=19.19),false,32.44183,2,2,2,26.159271,19.187624,0,0,0,1,5,1,1,5,5,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.016762871,0.50734067,3.2536206,0.6046869,0.026332784,1.4764326,1.4764351,1,170.63965,3.2470539,2.0,0.29633474,1.0000533,0.9977648,0.37286466,4.8428564,
b208,9d55a59d-0979-4dec-98af-ae1f6a2706fc,b208,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7147.4,Stats[mean=6941.913 min=5716.0 max=9555.0 stdv=930.3743],Stats[mean=5791.0 min=4907.0 max=6467.0 stdv=399.18906],(x=10.14 y=19.34),false,21.835436,2,2,2,10.1444435,19.335888,0,0,0,1,5,1,1,5,5,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.16140014,0.5395003,2.514977,0.7017797,0.30709004,1.3624312,1.3666703,1,31.817707,3.1081386,2.0,0.37006044,1.006686,0.9953143,0.43833807,3.9316213,
b209,8bdfd4e4-2dc3-4f33-b4ca-0e401a50ad09,b209,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6804.017,Stats[mean=6877.25 min=5281.0 max=10053.0 stdv=1122.8145],Stats[mean=5361.65 min=4170.0 max=6401.0 stdv=392.20795],(x=13.96 y=21.30),false,25.46675,2,2,2,13.956238,21.302084,0,0,0,1,5,1,1,5,5,ip[width=38  height=1  bits=16  min=4228.0  max=17971.0],1,0.10542499,1.6750847,5.2798467,0.30008602,0.198716,3.9190307,4.0231476,1,36.13007,8.375301,2.0,0.13886397,1.0314803,0.73805934,0.43361852,4.439159,
b210,0cbdf5af-4524-4202-9e74-5b24be564ec3,b210,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7008.8184,Stats[mean=6792.159 min=5270.0 max=9204.0 stdv=966.326],Stats[mean=5660.25 min=4956.0 max=6702.0 stdv=384.38492],(x=11.16 y=20.34),false,23.201588,2,2,2,11.160808,20.340847,0,0,0,1,5,1,1,5,5,ip[width=13  height=1  bits=16  min=4228.0  max=17971.0],1,0.07407999,0.50598377,2.0936046,0.7711598,0.15085053,1.2237152,1.2230227,1,116.80092,2.8714485,2.0,0.4302155,1.0013732,0.99407595,0.46477184,4.136452,
b211,859bf7d6-b6bc-4ab6-95dc-471bf2fc145b,b211,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7186.9834,Stats[mean=6682.931 min=5703.0 max=8176.0 stdv=739.67725],Stats[mean=5614.8965 min=4766.0 max=6231.0 stdv=395.9987],(x=9.48 y=21.02),false,23.05457,2,2,2,9.479372,21.015581,0,0,0,1,5,1,1,5,5,ip[width=13  height=1  bits=16  min=4228.0  max=17971.0],1,0.0,0.35235858,3.2038445,0.59453267,0.0143228555,1.2609894,1.2609794,1,16.02123,2.7290373,2.0,0.28214478,1.000013,0.9974393,0.30102238,3.873115,
b212,b17bff31-77ba-47d1-95d0-bd56ce504585,b212,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6687.624,Stats[mean=6643.117 min=5294.0 max=9058.0 stdv=943.0311],Stats[mean=5547.0215 min=4646.0 max=6494.0 stdv=411.38208],(x=3.64 y=21.37),false,21.678028,2,2,2,3.6410692,21.370062,0,0,0,1,5,1,1,5,5,ip[width=25  height=1  bits=16  min=4228.0  max=17971.0],1,0.121713564,1.1272198,4.1251545,0.4834702,0.24619493,2.4853292,2.5193734,1,50.5794,5.41283,2.0,0.2323544,1.0150889,0.95602536,0.47989398,4.6111937,
b213,ffee5e5b-1184-4071-ae64-96d37965a447,b213,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6597.4365,Stats[mean=6460.533 min=5126.0 max=10634.0 stdv=964.7883],Stats[mean=5572.447 min=4468.0 max=6729.0 stdv=382.2454],(x=7.60 y=25.18),false,26.300287,2,2,2,7.5950494,25.17976,0,0,0,1,5,1,1,5,5,ip[width=36  height=1  bits=16  min=4228.0  max=17971.0],1,0.07421849,1.7622683,5.2235355,0.35975492,0.15882345,3.6802719,3.7310605,1,16.297201,7.8458066,2.0,0.16566178,1.0146055,0.8761687,0.49400294,4.7444954,
b214,5ea12f8a-c5cc-412f-b4de-c5fc1cc8c28a,b214,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6730.402,Stats[mean=6549.7 min=5352.0 max=9339.0 stdv=904.49756],Stats[mean=5573.4 min=4575.0 max=6494.0 stdv=379.32312],(x=3.75 y=25.53),false,25.808805,2,2,2,3.7502267,25.534882,0,0,0,1,5,1,1,5,5,ip[width=20  height=1  bits=16  min=4228.0  max=17971.0],1,0.05407594,0.9476744,3.5026283,0.58485925,0.09493925,2.0410368,2.043025,1,49.860256,4.5124125,2.0,0.28964603,1.0017539,0.99847263,0.5032444,4.547966,
b215,972fba09-58e9-4bef-a0dd-2b2f283a14c4,b215,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6753.75,Stats[mean=6607.7803 min=4992.0 max=9491.0 stdv=929.8826],Stats[mean=5764.9634 min=4680.0 max=7447.0 stdv=566.38745],(x=22.37 y=27.19),false,35.20996,2,2,2,22.374817,27.186556,0,0,0,1,5,1,1,5,5,ip[width=22  height=1  bits=16  min=4228.0  max=17971.0],1,0.03189784,0.96446455,4.026962,0.52813464,0.059546053,2.2017858,2.203077,1,41.19813,4.7904434,2.0,0.25330645,1.000658,0.999087,0.47159985,4.5134563,
b216,bc6cdf37-5a5d-48e8-9997-d4eef96db2d8,b216,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6401.375,Stats[mean=6264.0703 min=5125.0 max=8136.0 stdv=704.6021],Stats[mean=5488.113 min=4657.0 max=6604.0 stdv=395.99628],(x=7.62 y=28.20),false,29.214537,2,2,2,7.623085,28.202442,0,0,0,1,5,1,1,5,5,ip[width=18  height=1  bits=16  min=4228.0  max=17971.0],1,0.26066682,0.8370901,2.9797525,0.6310697,0.45178843,1.7927701,1.8212202,1,149.85298,4.082746,2.0,0.33161417,1.0257044,0.979801,0.50343984,5.0342846,
b217,441a7c3e-7d82-4130-872f-fadf86f96885,b217,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6597.9473,Stats[mean=6120.1284 min=5384.0 max=7039.0 stdv=394.1022],Stats[mean=5618.436 min=4805.0 max=6470.0 stdv=368.46487],(x=20.44 y=27.84),false,34.535896,2,2,2,20.442932,27.835493,0,0,0,1,5,1,1,5,5,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.03794925,0.43332595,3.456244,0.5661959,0.0639882,1.4316224,1.4282525,1,106.27069,3.101194,2.0,0.26919553,1.000301,0.99791676,0.32483673,4.7437406,
b218,7f1e2f08-8532-4327-a54c-b9ccc5ad417f,b218,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6518.7295,Stats[mean=6436.7563 min=5253.0 max=9528.0 stdv=913.61597],Stats[mean=5318.3203 min=4492.0 max=6282.0 stdv=375.99625],(x=38.73 y=28.90),false,48.324707,2,2,2,38.73014,28.900755,0,0,0,1,5,1,1,5,5,ip[width=24  height=1  bits=16  min=4228.0  max=17971.0],1,0.029293854,0.93920535,5.2042665,0.42428935,0.039129894,2.488414,2.4866543,1,25.410828,5.2741704,2.0,0.19311915,1.0008886,0.9990624,0.397174,4.860828,
b219,78d25122-4351-4c74-9f2f-848eac39e68f,b219,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7628.0146,Stats[mean=7482.7783 min=5979.0 max=10078.0 stdv=908.0572],Stats[mean=5477.5513 min=4572.0 max=6521.0 stdv=421.9062],(x=6.66 y=20.87),false,21.904478,2,2,2,6.6593513,20.86766,0,0,0,1,5,1,1,5,5,ip[width=41  height=1  bits=16  min=4228.0  max=17971.0],1,0.30192548,2.068649,2.0762322,0.32183862,0.6439508,3.240122,4.2919383,1,174.14809,8.9873,2.0,0.25088468,1.4085321,0.5165689,0.50120443,3.2212484,
b220,e344e17d-73c3-4f58-8296-7d42f0168b6b,b220,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7845.379,Stats[mean=7662.299 min=6062.0 max=10680.0 stdv=927.4537],Stats[mean=5560.38 min=4621.0 max=6751.0 stdv=383.92206],(x=8.58 y=19.20),false,21.026772,2,2,2,8.576314,19.198229,0,0,0,1,5,1,1,5,5,ip[width=51  height=1  bits=16  min=4228.0  max=17971.0],1,0.09879777,2.6312048,4.1799617,0.26119775,0.2314545,5.1248345,5.4316573,1,24.26415,11.251167,2.0,0.12755725,1.0679047,0.5800079,0.49971953,2.899973,
